,BusDesc,B1_PER_SUB_TYPE,DBA,Business_Location,add,add_num,street,new_name,alcohol
193,COMMERCIAL RENTAL-OFFICES,Rental of Real Property,MIOTTEL W JOHN,"2887 COLLEGE AVE
BERKELEY, CA 94705
(37.858832003, -122.252921994)",2887 COLLEGE AVE,2887,COLLEGEAVE,MIOTTELWJOHN,False
194,CITY PLANNING CONSULTANT,Professional SemiProfessional,COMMUNITY PLANNING COLLABORATION,"2635 BENVENUE AVE
BERKELEY, CA 94703
(37.862144992, -122.254661993)",2635 BENVENUE AVE,2635,BENVENUEAVE,COMMUNITYPLANNINGCOLLABORATION,False
195,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,C & V SHATTUCK LLC,"2120 SHATTUCK AVE
BERKELEY, CA 94704
(37.870563021, -122.268599003)",2120 SHATTUCK AVE,2120,SHATTUCKAVE,CVSHATTUCKLLC,False
196,COMMERCIAL RENTAL - CONDO (1),Rental of Real Property,BALAZS SANTIAGO LEON,"908 ENSENADA AVE
BERKELEY, CA 94707
(37.89104001, -122.281532028)",908 ENSENADA AVE,908,ENSENADAAVE,BALAZSSANTIAGOLEON,False
198,FREELANCE INTREPRETER,Professional SemiProfessional,SAWYER SUSAN,"1608 FAIRVIEW ST
BERKELEY, CA 94703
(37.849837005, -122.275759998)",1608 FAIRVIEW ST,1608,FAIRVIEWST,SAWYERSUSAN,False
199,COMMERCIAL RENTAL WAREHOUSE,Rental of Real Property,DANISH PROPERTIES LLC,"1461 EASTSHORE HWY
BERKELEY, CA 94710
(37.875179019, -122.305300004)",1461 EASTSHORE HWY,1461,EASTSHOREHWY,DANISHPROPERTIESLLC,False
200,COMMERICAL RENTAL PROPERTY,Non Profit Organizations,BONITA HOUSE,"1910 HEARST AVE
BERKELEY, CA 94709
(37.873275991, -122.272529026)",1910 HEARST AVE,1910,HEARSTAVE,BONITAHOUSE,False
201,"ASSEMBLY, REPAIR & SALES - SEMICONDUCTOR WAFER TEST PROBE CARDS & SPRING CONTACT PROBES",Retail Trade,FEINMETALL USA LLC,"2748 ADELINE ST B
BERKELEY, CA 94703
(37.858654013, -122.268159037)",2748 ADELINE ST B,2748,ADELINESTB,FEINMETALLUSALLC,False
203,CONSULTING FOR NON PROFIT ORGANIZATIONS,Professional SemiProfessional,SCHONFIELD CONSULTING,"1834 DELAWARE ST
BERKELEY, CA 94703
(37.873934013, -122.273969959)",1834 DELAWARE ST,1834,DELAWAREST,SCHONFIELDCONSULTING,False
205,NON-PROFIT BUSINESS IMPROVEMENT DISTRICT,Non Profit Organizations,NORTH SHATTUCK ASSOCIATION PBID,"2046 LINCOLN ST
BERKELEY, CA 94709
(37.877295974, -122.270205522)",2046 LINCOLN ST,2046,LINCOLNST,NORTHSHATTUCKASSOCIATIONPBID,False
206,COMPUTER PROGRAMMING,Professional SemiProfessional,HOLUB ALLEN,"1041 SHATTUCK AVE
BERKELEY, CA 94707
(37.887884014, -122.269377011)",1041 SHATTUCK AVE,1041,SHATTUCKAVE,HOLUBALLEN,False
207,MULTI RESIDENTIAL RENTAL 8 UNITS,Rental of Real Property,IN CARE/BRISTOL REAL PROPERTY,"1929 CALIFORNIA ST
BERKELEY, CA 94703
(37.871375982, -122.279676023)",1929 CALIFORNIA ST,1929,CALIFORNIAST,AREBRISTOLREALPROPERTY,False
211,RESTAURANT,Retail Trade,GREGOIRE,"2109 CEDAR ST FRONT
BERKELEY, CA 94708
(37.878689988, -122.268588022)",2109 CEDAR ST FRONT,2109,CEDARSTFRONT,GREGOIRE,False
213,COSMETOLOGY,Business Personal Repair Svs,FARSI NADINE,"809 DELAWARE ST
BERKELEY, CA 94710
(37.870509425, -122.299264056)",809 DELAWARE ST,809,DELAWAREST,FARSINADINE,False
214,RESIDENTIAL RENTAL - 4 UNITS,Rental of Real Property,SINGH RAO R & KALPANA,"1445 DWIGHT WAY
BERKELEY, CA 94702
(37.862365981, -122.281532028)",1445 DWIGHT WAY,1445,DWIGHTWAY,SINGHRAORKALPANA,False
215,LANDSCAPING SERVICES,Business Personal Repair Svs,ALFAN DESIGN STUDIO,"3100 KING ST
BERKELEY, CA 94703
(37.851925985, -122.274253016)",3100 KING ST,3100,KINGST,ALFANDESIGNSTUDIO,False
218,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,TELEGRAPH PARTNERS LLC,"2499 TELEGRAPH AVE
BERKELEY, CA 94704
(37.865392979, -122.258322035)",2499 TELEGRAPH AVE,2499,TELEGRAPHAVE,TELEGRAPHPARTNERSLLC,False
219,RENTAL OF 5 OR MORE DWELLING UNITS,Rental of Real Property,SPRUCE PROPERTIES LLC,"1771 SPRUCE ST
BERKELEY, CA 94709
(37.875733985, -122.265110036)",1771 SPRUCE ST,1771,SPRUCEST,SPRUCEPROPERTIESLLC,False
220,RENTAL PROPERTY-4 UNITS,Rental of Real Property,BISHOP GRACE,"1100 FRANCISCO ST
BERKELEY, CA 94702
(37.87251898, -122.292742991)",1100 FRANCISCO ST,1100,FRANCISCOST,BISHOPGRACE,False
224,PUBLIC INTEREST ENVIRONMENTAL LAW PRACTICE,Professional SemiProfessional,LAW OFFICES OF STEPHAN C VOLKER,"1633 UNIVERSITY AVE
BERKELEY, CA 94703
(37.871155999, -122.278127969)",1633 UNIVERSITY AVE,1633,UNIVERSITYAVE,LAWOFFICESOFSTEPHANCVOLKER,False
226,RESIDENTIAL RENTAL 7 UNITS,Rental of Real Property,KORMAN DAVID,"2377 VIRGINIA ST
BERKELEY, CA 94709
(37.877662996, -122.263115981)",2377 VIRGINIA ST,2377,VIRGINIAST,KORMANDAVID,False
227,RES RENTAL 4 UNITS,Rental of Real Property,BERKELEYS EDGE PROPERTIES LLC,"1205 PERALTA AVE
BERKELEY, CA 94706
(37.882171999, -122.28702603)",1205 PERALTA AVE,1205,PERALTAAVE,BERKELEYSEDGEPROPERTIESLLC,False
230,RESIDENTIAL RENTAL 13 UNITS,Rental of Real Property,DAVIS E.L.,"2912 CLAREMONT AVE
BERKELEY, CA 94705
(37.858436, -122.245437038)",2912 CLAREMONT AVE,2912,CLAREMONTAVE,DAVISEL,False
231,RESIDENTIAL RENTAL,Rental of Real Property,GROSS J NICHOLAS & KRISTIN,"1226 SHATTUCK AVE
BERKELEY, CA 94709
(37.884606983, -122.270147978)",1226 SHATTUCK AVE,1226,SHATTUCKAVE,GROSSJNICHOLASKRISTIN,False
232,RESIDENTIAL ROOMING HOUSE FRATERNITY,Rental of Real Property,VALIYEE REZA,"2412 PIEDMONT AVE
BERKELEY, CA 94704
(37.86717099, -122.252284969)",2412 PIEDMONT AVE,2412,PIEDMONTAVE,VALIYEEREZA,True
234,ATTORNEY EMPLOYMENT & BUSINESS LITIGATION PRACTICE,Professional SemiProfessional,HENRY LACEY,"3047 BENVENUE AVE
BERKELEY, CA 94705
(37.854326017, -122.253572011)",3047 BENVENUE AVE,3047,BENVENUEAVE,HENRYLACEY,False
235,DENTIST,Professional SemiProfessional,WHITE JAMES THORPE DDS,"2235 CHANNING WAY
BERKELEY, CA 94704
(37.866444992, -122.264013012)",2235 CHANNING WAY,2235,CHANNINGWAY,WHITEJAMESTHORPEDDS,False
236,COFFEE SHOP,Retail Trade,QARGO COFFEE,"2344 TELEGRAPH AVE
BERKELEY, CA 94704
(37.868055994, -122.259335994)",2344 TELEGRAPH AVE,2344,TELEGRAPHAVE,QARGOCOFFEE,False
237,INTERIOR DESIHN SERVICES,Professional SemiProfessional,L CARTER INTERIORS,"2327 TENTH ST 4
BERKELEY, CA 94710
(37.863472015, -122.291198039)",2327 TENTH ST 4,2327,TENTHST,LCARTERINTERIORS,False
238,RENTAL PROPERTY,Rental of Real Property,"PEHL CHRISTINA J/HEADLEY MARK, pH Trust","2746 GARBER ST
BERKELEY, CA 94705
(37.860606996, -122.251294983)",2746 GARBER ST,2746,GARBERST,PEHLCHRISTINAJHEADLEYMARKpHTrust,False
239,WINDOW TREATMENTS,Retail Trade,THE SHADE STORE,"1774 FOURTH ST
BERKELEY, NY 94710
(37.870921029, -122.301024178)",1774 FOURTH ST,1774,FOURTHST,THESHADESTORE,False
240,BARBERSHOP,Business Personal Repair Svs,MASTERS OF THE FADE BARBERSHOP,"2365 SAN PABLO AVE
BERKELEY, CA 94702
(37.863566982, -122.290079977)",2365 SAN PABLO AVE,2365,SANPABLOAVE,MASTERSOFTHEFADEBARBERSHOP,False
241,PHYSICIAN,Professional SemiProfessional,STANFORD DONALD H MD,"2232 CARLETON ST
BERKELEY, CA 94704
(37.86151702, -122.263080022)",2232 CARLETON ST,2232,CARLETONST,STANFORDDONALDHMD,False
244,RENTAL PROPERTY,Rental of Real Property,SABETIMANI ZIA & FARI,"2343 DWIGHT WAY
BERKELEY, CA 94704
(37.864994001, -122.261301969)",2343 DWIGHT WAY,2343,DWIGHTWAY,SABETIMANIZIAFARI,False
245,ARCHITECTURAL DESIGN & FABRICATION,Professional SemiProfessional,A TILT & D ARKIN,"1101 EIGHTH ST 180
BERKELEY, CA 94710
(37.882699011, -122.299620007)",1101 EIGHTH ST 180,1101,EIGHTHST,ATILTDARKIN,False
246,RENTAL PROPERTY (3 UNITS),Rental of Real Property,PENG YEH T TR,"1618 BLAKE ST
BERKELEY, CA 94703
(37.861531017, -122.277618014)",1618 BLAKE ST,1618,BLAKEST,PENGYEHTTR,False
248,END OF LIFE PLANNING AND CONSULTATION,Professional SemiProfessional,THE GIFT LIFE PLANNING SERVICES LLC,"3220 SACRAMENTO ST
BERKELEY, CA 94702
(37.849129992, -122.27835998)",3220 SACRAMENTO ST,3220,SACRAMENTOST,THEGIFTLIFEPLANNINGSERVICESLLC,False
251,RESIDENTIAL RENTAL 15 UNITS,Rental of Real Property,FENDEL CRAIG,"2612 WEBSTER ST
BERKELEY, CA 94705
(37.855721981, -122.254216998)",2612 WEBSTER ST,2612,WEBSTERST,FENDELCRAIG,False
253,FURNITURE SALES,Manufacturing,ALPHA DESIGN CUSTOM FURNITURE,"2001 SAN PABLO AVE
BERKELEY, CA 94702
(37.868935004, -122.291740012)",2001 SAN PABLO AVE,2001,SANPABLOAVE,ALPHADESIGNCUSTOMFURNITURE,False
254,SACRED SITES RESEARCH,Non Profit Organizations,SACRED SITES INTERNATIONAL FOUNDATION,"1442 WALNUT ST
BERKELEY, CA 94709
(37.880570007, -122.26840404)",1442 WALNUT ST,1442,WALNUTST,SACREDSITESINTERNATIONALFOUNDATION,False
256,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,EAST END INVESTORS GROUP INC,"1950 UNIVERSITY AVE
BERKELEY, CA 94704
(37.871272004, -122.271752023)",1950 UNIVERSITY AVE,1950,UNIVERSITYAVE,EASTENDINVESTORSGROUP,False
257,FAST FOOD RESTAURANT,Retail Trade,POPEYES LOUISIANA KITCHEN,"1775 SAN PABLO AVE
BERKELEY, CA 94702
(37.871891008, -122.292733017)",1775 SAN PABLO AVE,1775,SANPABLOAVE,POPEYESLOUISIANAKITCHEN,False
260,RESIDENTIAL RENTAL,Rental of Real Property,GLENN BUILDING LP,"2430 DWIGHT WAY
BERKELEY, CA 94704
(37.864498001, -122.259060984)",2430 DWIGHT WAY,2430,DWIGHTWAY,GLENNBUILDINGLP,False
262,BIOTECHNOLOGY - PRODUCING GENE THERAPIES,Professional SemiProfessional,CHAMELEON BIOSCIENCES INC,"626 BANCROFT WAY A
BERKELEY, CA 94710
(37.861347998, -122.299470977)",626 BANCROFT WAY A,626,BANCROFTWAYA,CHAMELEONBIOSCIENCES,False
263,RES RENTAL PROPERTY,Rental of Real Property,8TH AVENUE PARTNERS LLC,"2212 SAN PABLO AVE
BERKELEY, CA 94702
(37.865811991, -122.291383027)",2212 SAN PABLO AVE,2212,SANPABLOAVE,8THAVENUEPARTNERSLLC,False
264,INTERIOR DESIGN,Professional SemiProfessional,DRAKE DESIGN ASSOCIATES,"1517 FIFTH ST
BERKELEY, CA 94710
(37.874472005, -122.300706973)",1517 FIFTH ST,1517,FIFTHST,DRAKEDESIGNASSOCIATES,False
265,ARCHITECTURE & DESIGN,Professional SemiProfessional,LAURA J VANDEN BOSCH ARCHITECT,"656 WOODMONT AVE
BERKELEY, CA 94708
(37.900415001, -122.263587966)",656 WOODMONT AVE,656,WOODMONTAVE,LAURAJVANDENBOSCHARCHITECT,False
266,RESTAURANT,Retail Trade,CAL GYROS,"2519 DURANT AVE C
BERKELEY, CA 94704
(37.868226021, -122.258002014)",2519 DURANT AVE C,2519,DURANTAVEC,CALGYROS,False
267,CATERING,Retail Trade,JASMINE CATERING LLC,"1800 SACRAMENTO ST
BERKELEY, CA 94702
(37.872841013, -122.282482033)",1800 SACRAMENTO ST,1800,SACRAMENTOST,JASMINECATERINGLLC,False
268,TYPESETTING,Manufacturing,TERRAGRAPHICS,"1794 FIFTH ST
BERKELEY, CA 94710
(37.870060987, -122.299956038)",1794 FIFTH ST,1794,FIFTHST,TERRAGRAPHICS,False
269,RESIDENTIAL RENTAL PROPERTY 15 UNITS,Rental of Real Property,DELAWARE RENTAL LLC,"1831 DELAWARE ST
BERKELEY, CA 94703
(37.874371003, -122.274152014)",1831 DELAWARE ST,1831,DELAWAREST,DELAWARERENTALLLC,False
270,RENTAL PROPERTY,Rental of Real Property,DUNN CAROL,"2976 OTIS ST
BERKELEY, CA 94703
(37.854849006, -122.27028804)",2976 OTIS ST,2976,OTISST,DUNNCAROL,False
271,GRAPHIC DESIGN STUDIO,Professional SemiProfessional,STORYTK LLC,"819 DELAWARE ST 1-3
BERKELEY, CA 94710
(37.870603405, -122.298823029)",819 DELAWARE ST 1-3,819,DELAWAREST-,STORYTKLLC,False
274,TECHNICAL WRITING SERVICES,Professional SemiProfessional,SYMBOLIC SOLUTIONS,"1828 VIRGINIA ST
BERKELEY, CA 94703
(37.87572401, -122.274343037)",1828 VIRGINIA ST,1828,VIRGINIAST,SYMBOLICSOLUTIONS,False
275,COMMERCIAL RENTAL STORE W/OFFICE,Rental of Real Property,RUE-ELL ENTERPRISES INC,"2470 BANCROFT WAY
BERKELEY, CA 94704
(37.868361011, -122.259835974)",2470 BANCROFT WAY,2470,BANCROFTWAY,RUEELLENTERPRISES,False
277,RENTAL PROPERTY 5 UNITS,Rental of Real Property,ADER JAMES S,"1673 OXFORD ST
BERKELEY, CA 94709
(37.877363007, -122.266440998)",1673 OXFORD ST,1673,OXFORDST,ADERJAMESS,False
278,CAR WASH,Business Personal Repair Svs,SOLAR CAR WASH,"1198 UNIVERSITY AVE
BERKELEY, CA 94702
(37.869088979, -122.289762973)",1198 UNIVERSITY AVE,1198,UNIVERSITYAVE,SOLARCARWASH,False
279,RENTAL-OWN THE BUILDING,Rental of Real Property,"SWEET BOMBAY, INC","1549 SHATTUCK AVE
BERKELEY, CA 94709
(37.878606002, -122.268792038)",1549 SHATTUCK AVE,1549,SHATTUCKAVE,SWEETBOMBAY,False
281,JAPANESE SUSHI & RAMEN,Retail Trade,SUSHI SECRETS INC,"2110 SHATTUCK AVE
BERKELEY, CA 94704
(37.87085798, -122.26860202)",2110 SHATTUCK AVE,2110,SHATTUCKAVE,SUSHISECRETS,True
285,COMMERCIAL RENTAL OF REAL PROPERTY,Rental of Real Property,MANN PHILLIP V,"2246 SAN PABLO AVE
BERKELEY, CA 94702
(37.864731018, -122.29107801)",2246 SAN PABLO AVE,2246,SANPABLOAVE,MANNPHILLIPV,False
286,"ENVIRONMENTAL SCIENCE, ENGINEERING & MGMT",Professional SemiProfessional,AGUATIERRA ASSOCIATES INC,"2560 NINTH ST 212
BERKELEY, CA 94710
(37.859424016, -122.291817964)",2560 NINTH ST 212,2560,NINTHST,AGUATIERRAASSOCIATES,False
289,THREE UNITS RENTAL PROPERTY,Rental of Real Property,VERITY ANDREW,"1235 CHANNING WAY
BERKELEY, CA 94702
(37.863630013, -122.286681031)",1235 CHANNING WAY,1235,CHANNINGWAY,VERITYANDREW,False
290,PHARMACEUTICAL DRUG RESEARCH & DEVELOPMENT,Professional SemiProfessional,ARIZ PRECISION MEDICINE,"2625 DURANT AVE
BERKELEY, CA 94704
(37.868299877, -122.255725554)",2625 DURANT AVE,2625,DURANTAVE,ARIZPRECISIONMEDICINE,False
292,EVENT PRODUCTION MUSICAL GROUP,Entertainment Recreation,ANOTHER PLANET ENTERTAINMENT LLC,"1815 FOURTH ST C
BERKELEY, CA 94710
(37.869556019, -122.300238005)",1815 FOURTH ST C,1815,FOURTHSTC,ANOTHERPLANETENTERTAINMENTLLC,False
294,LAW FIRM,Professional SemiProfessional,THE LAW OFFICES OF JEFFREY SINSHEIMER PC,"2915 PINE AVE
BERKELEY, CA 94705
(37.858183998, -122.248200971)",2915 PINE AVE,2915,PINEAVE,THELAWOFFICESOFJEFFREYSINSHEIMERPC,False
295,NP HOUSING DEVELOPMENT CORP,Non Profit Organizations,BAY AREA COMMUNITY LAND TRUST,"1968 SAN PABLO AVE
BERKELEY, CA 94702
(37.869381005, -122.292677025)",1968 SAN PABLO AVE,1968,SANPABLOAVE,BAYAREACOMMUNITYLANDTRUST,False
296,CREATIVE ARTS STUDIO NON PROFIT,Non Profit Organizations,THE JEWISH STUDIO PROJECT,"2643 DANA ST
BERKELEY, CA 94704
(37.861566012, -122.259803034)",2643 DANA ST,2643,DANAST,THEJEWISHSTUDIOPROJECT,False
298,RESEARCH-DEVELOPMENT LITHIUM BATTERY,Professional SemiProfessional,POLYPLUS BATTERY COMPANY,"BERKELEY, CA 94710
(37.8688863, -122.2968579)","BERKELEY, CA 94710","BERKELEY,","BERKELEY,CA",POLYPLUSBATTERYCOMPANY,False
299,DENTIST,Professional SemiProfessional,CONRAD J FREDERICK DDS,"2300 DURANT AVE
BERKELEY, CA 94704
(37.867016009, -122.263272974)",2300 DURANT AVE,2300,DURANTAVE,CONRADJFREDERICKDDS,False
301,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,"2519 RIDGE RD
BERKELEY, CA 94709
(37.876344983, -122.259783001)",2519 RIDGE RD,2519,RIDGERD,UNIVERSITYSTUDENTSCOOP,False
304,LIQUOR STORE,Retail Trade,LEDGERS LIQUORS LLC,"1399 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870347983, -122.284684965)",1399 UNIVERSITY AVE,1399,UNIVERSITYAVE,LEDGERSLIQUORSLLC,True
305,RESIDENTIAL CONSTRUCTION CONTRACTOR,Construction or Contractor,BERKELEY BUILDING COMPANY INC,"1456 SAN PABLO AVE
BERKELEY, CA 94702
(37.876727994, -122.294907031)",1456 SAN PABLO AVE,1456,SANPABLOAVE,BERKELEYBUILDINGCOMPANY,False
308,"SPORTS STORE, SPECIALIZING IN SOCCER",Retail Trade,SOCCER PRO INC.,"1324 TENTH ST
BERKELEY, CA 94710
(37.879682993, -122.297364018)",1324 TENTH ST,1324,TENTHST,SOCCERPRO,False
309,LONG-TERM ENERGY SYSTEMS - MFG,Manufacturing,FORM ENERGY INC,"2846 SEVENTH ST
BERKELEY, CA 94710
(37.854194002, -122.292826978)",2846 SEVENTH ST,2846,SEVENTHST,FORMENERGY,False
310,SELLING & SERVICING BICYCLES & ACCESSORIES,Retail Trade,TREK BICYCLE BERKELEY DOWNTOWN,"2480 SHATTUCK AVE
BERKELEY, WI 94704
(37.864342014, -122.267925014)",2480 SHATTUCK AVE,2480,SHATTUCKAVE,TREKBICYCLEBERKELEYDOWNTOWN,False
311,FRATERNITY HOUSING - NON-PROFIT,Non Profit Organizations,PI ALPHA PHI ALUMNI ASSOC,"2534 WARRING ST
BERKELEY, CA 94704
(37.864600009, -122.250616971)",2534 WARRING ST,2534,WARRINGST,PIALPHAPHIALUMNIASSOC,False
316,4 UNIT RENTAL PROPERTY,Rental of Real Property,WANG JENGYU,"2541 DANA ST
BERKELEY, CA 94704
(37.863353997, -122.260193966)",2541 DANA ST,2541,DANAST,WANGJENGYU,False
317,RES & DEV OF QUANTUM COMPUTERS,Professional SemiProfessional,ATOM COMPUTING INC,"918 PARKER ST 13
BERKELEY, CA 94710
(37.858109985, -122.292695969)",918 PARKER ST 13,918,PARKERST,ATOMCOMPUTING,False
319,PUBLISHER,Business Personal Repair Svs,AMERICAN ARTWORK,"930 DWIGHT WAY
BERKELEY, CA 94710
(37.859523007, -122.292320962)",930 DWIGHT WAY,930,DWIGHTWAY,AMERICANARTWORK,False
320,RESIDENTIAL RENTAL PROPERTY - 18 UNITS,Rental of Real Property,KARBASSI & YOUSEFIPOUR,"2533 HILLEGASS AVE
BERKELEY, CA 94704
(37.864199019, -122.256010977)",2533 HILLEGASS AVE,2533,HILLEGASSAVE,KARBASSIYOUSEFIPOUR,False
322,COMMERCIAL RENTAL WAREHOUSE,Rental of Real Property,SMITH & WALTERS INC,"1225 EIGHTH ST
BERKELEY, CA 94710
(37.880416996, -122.299021959)",1225 EIGHTH ST,1225,EIGHTHST,SMITHWALTERS,False
324,PROPERTY MANAGEMENT,Professional SemiProfessional,AUTHENTIC PROPERTY MANAGEMENT,"2731 WOOLSEY ST
BERKELEY, CA 94705
(37.854068077, -122.251300342)",2731 WOOLSEY ST,2731,WOOLSEYST,AUTHENTICPROPERTYMANAGEMENT,False
327,GIFTS RETAIL STORE,Retail Trade,ADDISON ENDPAPERS,"3054 TELEGRAPH AVE
BERKELEY, CA 94705
(37.854010019, -122.260334027)",3054 TELEGRAPH AVE,3054,TELEGRAPHAVE,ADDISONENDPAPERS,False
328,RENTAL PROPERTY - COMMERCIAL,Rental of Real Property,K T PROPERTY,"2029 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872188984, -122.269829969)",2029 UNIVERSITY AVE,2029,UNIVERSITYAVE,KTPROPERTY,False
329,ENGINEERING CONSULTING SERVICES IN THE FIELD OF STRUCTURAL & EARTHQUAKE ENGINEERING,Professional SemiProfessional,HASHEMI & ELKHORAIBI EARTHQUAKE ENGINEERING INC,"1308 ALBINA AVE
BERKELEY, CA 94706
(37.881838986, -122.284122036)",1308 ALBINA AVE,1308,ALBINAAVE,HASHEMIELKHORAIBIEARTHQUAKEENGINEERING,False
330,RESIDENTIAL RENTAL 15 UNITS,Rental of Real Property,BUTLER FAMILY ADMINISTRATIVE,"1907 CENTER ST
BERKELEY, CA 94704
(37.869997997, -122.272276982)",1907 CENTER ST,1907,CENTERST,BUTLERFAMILYADMINISTRATIVE,False
332,APARTMENT RENTALS,Rental of Real Property,STERLING BERKELEY OXFORD LP,"1910 OXFORD ST
BERKELEY, TX 94704
(37.873570993, -122.266548035)",1910 OXFORD ST,1910,OXFORDST,STERLINGBERKELEYOXFORDLP,False
334,LAND SURVEYING,Professional SemiProfessional,CONSTRUCTION SURVEY INC,"800 BANCROFT WAY 201
BERKELEY, CA 94710
(37.863098014, -122.297127984)",800 BANCROFT WAY 201,800,BANCROFTWAY,CONSTRUCTIONSURVEY,False
336,RESIDENTIAL RENTAL 8 UNITS,Rental of Real Property,LEVINSON APARTMENTS,"1612 WALNUT ST
BERKELEY, CA 94709
(37.878047013, -122.268258027)",1612 WALNUT ST,1612,WALNUTST,LEVINSONAPARTMENTS,False
338,COMMERCIAL RENTAL PROPERTY - WAREHOUSE,Rental of Real Property,MUSSI P & ROSILENE (TE),"729 HEINZ AVE
BERKELEY, CA 94710
(37.853829012, -122.294027015)",729 HEINZ AVE,729,HEINZAVE,MUSSIPROSILENETE,False
340,BED & BATH STORE,Retail Trade,EARTHSAKE,"1772 FOURTH ST
BERKELEY, CA 94710
(37.870938169, -122.301029624)",1772 FOURTH ST,1772,FOURTHST,EARTHSAKE,False
343,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,"2410 WARRING ST
BERKELEY, CA 94704
(37.867425004, -122.250978985)",2410 WARRING ST,2410,WARRINGST,UNIVERSITYSTUDENTSCOOP,False
348,RESIDENTIAL RENTAL 4 PLEX,Rental of Real Property,WAINWRIGHT MARY L,"2453 TENTH ST
BERKELEY, CA 94710
(37.861047004, -122.290479961)",2453 TENTH ST,2453,TENTHST,WAINWRIGHTMARYL,False
350,LAB GLASS APPARATUS,Manufacturing,LABORATORY GLASS APPARATUS INC,"1200 FOURTH ST
BERKELEY, CA 94710
(37.88041402, -122.304338013)",1200 FOURTH ST,1200,FOURTHST,LABORATORYGLASSAPPARATUS,False
351,SUBSTANCE ABUSE TREATMENT SERVICES,Non Profit Organizations,THE NEW BRIDGE FOUNDATION INC,"2601 RIDGE RD
BERKELEY, CA 94709
(37.876380774, -122.258039274)",2601 RIDGE RD,2601,RIDGERD,THENEWBRIDGEFOUNDATION,False
352,INSTRUMENT REPAIR,Business Personal Repair Svs,MCCARTHY PATRICK LUTHIER,"1332 STANNAGE AVE
BERKELEY, CA 94702
(37.879558982, -122.293867004)",1332 STANNAGE AVE,1332,STANNAGEAVE,MCCARTHYPATRICKLUTHIER,False
353,COFFEE ROASTING MACHINES,Manufacturing,BELLWETHER COFFEE CO.,"1710 FOURTH ST
BERKELEY, CA 94710
(37.870296015, -122.30127602)",1710 FOURTH ST,1710,FOURTHST,BELLWETHERCOFFEECO,False
354,"CREATE DIGITAL ART, PRINT AND CUT ART TO CREATE MERCHANDISE, PACKAGE ORDERS",Retail Trade,SOVONIGHT,"2300 GRANT ST
BERKELEY, CA 94703
(37.866507982, -122.274990958)",2300 GRANT ST,2300,GRANTST,SOVONIGHT,False
357,RES RENTAL PROPERTY,Rental of Real Property,PHELPS JOHN & CELINA,"1885 ALCATRAZ AVE
BERKELEY, CA 94703
(37.849230993, -122.269414981)",1885 ALCATRAZ AVE,1885,ALCATRAZAVE,PHELPSJOHNCELINA,False
358,WIRELESS TELEPHONE SVC.,Business Personal Repair Svs,HI-TEK COMMUNICATIONS,"1008 UNIVERSITY AVE
BERKELEY, CA 94710
(37.868398017, -122.293914027)",1008 UNIVERSITY AVE,1008,UNIVERSITYAVE,HITEKCOMMUNICATIONS,False
359,RESIDENTIAL APARTMENT BUILDING,Rental of Real Property,GOLDEN SPRUCE LLC,"1734 SPRUCE ST
BERKELEY, CA 94709
(37.876322981, -122.26567397)",1734 SPRUCE ST,1734,SPRUCEST,GOLDENSPRUCELLC,False
360,MULTI RESIDENTIAL - 12 UNITS,Rental of Real Property,BERKELEY WAY PROPERTIES,"2017 BERKELEY WAY
BERKELEY, CA 94704
(37.873069, -122.269998026)",2017 BERKELEY WAY,2017,BERKELEYWAY,BERKELEYWAYPROPERTIES,False
361,ATTORNEY,Professional SemiProfessional,DANIEL N LOEB PROFESSIONAL COR,"2943 AVALON AVE
BERKELEY, CA 94705
(37.859937995, -122.24682198)",2943 AVALON AVE,2943,AVALONAVE,DANIELNLOEBPROFESSIONALCOR,False
363,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,ERIKA WILD TRUST,"1735 TENTH ST C
BERKELEY, CA 94710
(37.872015982, -122.293988961)",1735 TENTH ST C,1735,TENTHSTC,ERIKAWILDTRUST,False
368,COLLABORATION W/ARTISTS ABOUT WORK & FAMILY,Non Profit Organizations,WORKING ASSUMPTIONS FOUNDATION,"2004 CEDAR ST
BERKELEY, CA 94709
(37.878039008, -122.270962029)",2004 CEDAR ST,2004,CEDARST,WORKINGASSUMPTIONSFOUNDATION,False
371,PHYSICIAN OFFICE,Professional SemiProfessional,ELLIS SELENA M.D.,"3000 COLBY ST 305
BERKELEY, CA 94705
(37.85487499, -122.258047025)",3000 COLBY ST 305,3000,COLBYST,ELLISSELENAMD,False
372,RENTAL PROPERTY - RES (4 UNITS),Rental of Real Property,JENSSEN LEIF,"1035 ALLSTON WAY
BERKELEY, CA 94710
(37.866452997, -122.291921984)",1035 ALLSTON WAY,1035,ALLSTONWAY,JENSSENLEIF,False
